PrimaryKey,species,density,speciescount,source,reckey,rh_hydrologicfunction,rh_hf_sum,rh_commentshf,rh_bioticintegrity,rh_bi_sum,rh_commentsbi,rh_soilsitestability,rh_sss_sum,rh_commentsss,rh_plantcommunitycomp,DBKey,ecositeID,latitude_nad83,longitude_nad83,state,elevation,county,percentcoveredbyecosite,AH_PerenForbGrassCover,AH_ShrubCover,BareSoilCover,SoilStability_All,modis_landcover
2018881102617B2,JUOS,1,14,LMF,NA,M,2.3,NA,ET,2.2222222222222223,NA,M,2.3,NA,2,2018,034AY424CO,40.6563033,-108.3008533,CO,1920.5448000000001,Moffat,100,6.93069307,11.88118812,13.86138614,3.55555556,Grasslands
2018881102706B1,JUOS,1,17,LMF,NA,ME,2.8,NA,SM,1.6666666666666667,NA,ME,3,NA,2,2018,034AY298CO,40.92905,-107.8363383,CO,1999.488,Moffat,100,32.67326733,24.75247525,31.68316832,2.44444444,Grasslands
2018881102706B2,JUOS,2,17,LMF,NA,M,2.8,NA,SM,2.111111111111111,NA,M,2.9,NA,2,2018,034AY300CO,40.9323533,-107.8325667,CO,2029.968,Moffat,100,8.91089109,31.68316832,32.67326733,2.44444444,Grasslands
2018883201020B1,JUOS,1,16,LMF,NA,SM,1.3,NA,SM,1.5555555555555556,NA,SM,1.4,NA,1,2018,036XY445CO,37.4834967,-109.04156330000001,CO,1591.3608000000002,Montezuma,55.666666666666664,14.28571429,12.5,12.5,3.25,Grasslands
2018883201020B2,JUOS,1,15,LMF,NA,,0.9,NA,,0.4444444444444444,NA,,1.1,NA,0,2018,XE,37.4873983,-109.040135,CO,1571.5488,Montezuma,100,5.94059406,0,68.31683168,1,Grasslands
2018885201105B1,PIED,2,10,LMF,NA,SM,2.1,NA,NS,1.6666666666666667,NA,SM,1.8,NA,2,2018,XE,38.206125,-108.8349383,CO,2104.6440000000002,Montrose,100,0,0,17.82178218,2,Grasslands
2018885201105B1,JUOS,2,10,LMF,NA,SM,2.1,NA,NS,1.6666666666666667,NA,SM,1.8,NA,2,2018,XE,38.206125,-108.8349383,CO,2104.6440000000002,Montrose,100,0,0,17.82178218,2,Grasslands
2018885201105B2,PIED,2,7,LMF,NA,SM,2.2,NA,SM,1.8888888888888888,NA,SM,2.1,NA,2,2018,XE,38.2077,-108.8385233,CO,2079.3456,Montrose,86,0,0,27.5862069,3,Grasslands
2018885201105B2,JUOS,2,7,LMF,NA,SM,2.2,NA,SM,1.8888888888888888,NA,SM,2.1,NA,2,2018,XE,38.2077,-108.8385233,CO,2079.3456,Montrose,86,0,0,27.5862069,3,Grasslands
2018885201704B1,JUOS,2,12,LMF,NA,NS,1.4,NA,SM,1.7777777777777777,NA,NS,1.2,NA,2,2018,XE,38.4497767,-108.72681,CO,1845.564,Montrose,100,1.98019802,0,11.88118812,4,Grasslands
2018885201704B1,PIED,1,12,LMF,NA,NS,1.4,NA,SM,1.7777777777777777,NA,NS,1.2,NA,2,2018,XE,38.4497767,-108.72681,CO,1845.564,Montrose,100,1.98019802,0,11.88118812,4,Grasslands
20191611101418B1,JUOC,1,16,LMF,NA,SM,1.6,NA,SM,2,NA,NS,1.4,NA,2,2019,011BY001ID,43.4187317,-112.8958,ID,1530.096,Bingham,100,12.87128713,4.95049505,6.93069307,3.88888889,Grasslands
20191623105910B2,JUOC,1,13,LMF,NA,NS,1.3,NA,NS,1.1111111111111112,NA,NS,1.4,NA,1,2019,012XY001ID,43.6285717,-113.2069767,ID,1768.7544,Butte,100,31.68316832,23.76237624,3.96039604,1.77777778,Grasslands
20191631104805B2,JUOC,3,22,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,013XY008ID,42.151025,-113.53368,ID,1933.9560000000001,Cassia,100,16.83168317,51.48514851,7.92079208,5.11111111,Grasslands
20191633107203B2,JUNIP,1,24,LMF,NA,NS,1.3,NA,NS,1.4444444444444444,NA,NS,1.3,NA,1,2019,012XY029ID,44.1982667,-112.4863533,ID,1609.9536,Clark,100,43.56435644,15.84158416,6.93069307,3.22222222,Grasslands
20191659101014B1,JUNIP,1,18,LMF,NA,NS,1.2,NA,NS,1,NA,NS,1.3,NA,1,2019,012XY002ID,44.796005,-113.46611,ID,2225.3448000000003,Lemhi,100,43.56435644,12.87128713,13.86138614,2.22222222,Grasslands
20191673103413B1,JUOC,1,16,LMF,NA,SM,1.8,NA,M,2.2222222222222223,NA,SM,1.4,NA,3,2019,025XY048ID,43.15543,-116.6705017,ID,1355.7504000000001,Owyhee,100,7.92079208,6.93069307,2.97029703,3.77777778,Grasslands
20191673103413B2,JUOC,1,13,LMF,NA,SM,1.8,NA,SM,2,NA,SM,1.6,NA,2,2019,025XY048ID,43.1570217,-116.6761733,ID,1420.0632,Owyhee,100,14.85148515,13.86138614,28.71287129,2.22222222,Grasslands
20191673103504B2,JUOC,1,8,LMF,NA,NS,1.1,NA,NS,1.1111111111111112,NA,NS,1.1,NA,1,2019,011XY001ID,42.9196433,-116.5007367,ID,1320.3936,Owyhee,100,37.62376238,35.64356436,2.97029703,5.77777778,Grasslands
20191673103609B1,JUOC,1,16,LMF,NA,NS,1,NA,NS,1.2222222222222223,NA,NS,1,NA,1,2019,025XY010ID,42.82404,-116.6108533,ID,1628.2416,Owyhee,100,67.32673267,25.74257426,4.95049505,5.66666667,Grasslands
20191673103609B2,JUOC,2,14,LMF,NA,NS,1,NA,NS,1.2222222222222223,NA,NS,1,NA,1,2019,025XY010ID,42.8272917,-116.6123583,ID,1618.7928000000002,Owyhee,100,39.6039604,13.86138614,3.96039604,4.77777778,Grasslands
20191673103814B1,JUOC,1,14,LMF,NA,SM,1.8,NA,SM,1.7777777777777777,NA,NS,1.6,NA,2,2019,025XY010ID,42.3611783,-116.764135,ID,1607.8200000000002,Owyhee,100,38.61386139,10.89108911,29.7029703,3,Grasslands
20191673103814B2,JUOC,1,13,LMF,NA,SM,2,NA,NS,1.8888888888888888,NA,SM,1.9,NA,3,2019,025XY044ID,42.3637583,-116.7573417,ID,1634.6424000000002,Owyhee,100,33.66336634,7.92079208,5.94059406,1.33333333,Grasslands
20191683104418B1,JUOC,1,27,LMF,NA,NS,1,NA,NS,1.2222222222222223,NA,NS,1,NA,1,2019,025XY011ID,42.1380667,-114.93298,ID,1881.5304,Twin Falls,100,74.25742574,34.65346535,0,5.66666667,Grasslands
201930105100601B1,JUSC2,5,24,LMF,NA,NS,1.1,NA,NS,1.1111111111111112,NA,NS,1.1,NA,1,2019,058AA131MT,47.82634,-106.83552829999999,MT,797.052,Valley,75,45.54455446,6.93069307,1.98019802,3.22222222,Grasslands
201930105100601B2,JUSC2,2,37,LMF,NA,NS,1.1,NA,NS,1,NA,NS,1.1,NA,1,2019,058AA162MT,47.8295583,-106.83354,MT,820.5216,Valley,59.333333333333336,67.32673267,16.83168317,0,5.33333333,Grasslands
201930105100601B2,JUCO6,2,37,LMF,NA,NS,1.1,NA,NS,1,NA,NS,1.1,NA,1,2019,058AA162MT,47.8295583,-106.83354,MT,820.5216,Valley,59.333333333333336,67.32673267,16.83168317,0,5.33333333,Grasslands
2019301200412B1,JUSC2,1,30,LMF,NA,SM,1.2,NA,SM,1.4444444444444444,NA,SM,1.2,NA,1,2019,043BC038MT,44.7341767,-112.8424833,MT,2430.1704,Beaverhead,100,84.15841584,39.6039604,1.98019802,5.44444444,Grasslands
20193027104819B2,JUSC2,1,28,LMF,NA,SM,1.3,NA,NS,1.1111111111111112,NA,SM,1.3,NA,1,2019,058AD007MT,47.5739583,-108.9946433,MT,902.8176000000001,Fergus,62.333333333333336,41.58415842,4.95049505,7.92079208,3.22222222,Grasslands
20193027104819B3,JUSC2,2,38,LMF,NA,SM,1.7,NA,NS,1.1111111111111112,NA,SM,1.6,NA,2,2019,058AD093MT,47.57545,-109.00216,MT,879.0432000000001,Fergus,49.666666666666664,18.81188119,1.98019802,16.83168317,4.55555556,Grasslands
2019305105204B2,JUCO6,2,16,LMF,NA,NS,1,NA,SM,1.4444444444444444,NA,NS,1,NA,1,2019,058AA161MT,47.9182983,-109.0728067,MT,928.7256000000001,Blaine,100,19.8019802,11.88118812,6.93069307,4.44444444,Grasslands
2019305105204B2,JUSC2,2,16,LMF,NA,NS,1,NA,SM,1.4444444444444444,NA,NS,1,NA,1,2019,058AA161MT,47.9182983,-109.0728067,MT,928.7256000000001,Blaine,100,19.8019802,11.88118812,6.93069307,4.44444444,Grasslands
2019305105301B1,JUCO6,2,16,LMF,NA,NS,1,NA,M,1.4444444444444444,NA,NS,1,NA,1,2019,058AA131MT,47.86599,-109.429625,MT,987.2472,Blaine,100,10.89108911,4.95049505,39.6039604,2.55555556,Grasslands
2019305105301B2,JUCO6,2,16,LMF,NA,NS,1,NA,SM,1.2222222222222223,NA,NS,1,NA,1,2019,058AA011MT,47.8673267,-109.422695,MT,976.2744,Blaine,65.66666666666667,9.9009901,24.75247525,16.83168317,2.44444444,Grasslands
20193069104114B1,JUSC2,1,26,LMF,NA,M,1.9,NA,SM,2.111111111111111,NA,M,1.6,NA,3,2019,058AD131MT,47.459225000000004,-108.119805,MT,778.1544,Petroleum,83.66666666666667,29.7029703,13.86138614,13.86138614,3.44444444,Grasslands
20193071105108B1,JUSC2,2,15,LMF,NA,SM,1.7,NA,NS,1.2222222222222223,NA,SM,1.6,NA,2,2019,058AA170MT,47.7410633,-108.8095217,MT,869.2896000000001,Phillips,61,16.83168317,0,24.75247525,2.33333333,Savannas
20193071105114B2,JUSC2,2,22,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,058AA007MT,47.75238,-108.8650767,MT,864.1080000000001,Phillips,100,12.87128713,0.99009901,0.99009901,2.77777778,Grasslands
20193071105114B3,JUSC2,2,23,LMF,NA,SM,1.3,NA,NS,1,NA,SM,1.3,NA,1,2019,058AA007MT,47.753245,-108.8596833,MT,900.3792000000001,Phillips,100,56.43564356,30.69306931,1.98019802,3.77777778,Grasslands
20193079100802B1,JUSC2,1,35,LMF,NA,NS,1.3,NA,NS,1,NA,NS,1.3,NA,1,2019,058AA161MT,46.6928633,-104.76768,MT,792.7848,Prairie,48,64.35643564,4.95049505,1.98019802,5.66666667,Grasslands
20193079103017B1,JUCO6,2,31,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,058AD040MT,46.9058083,-105.82534,MT,981.456,Prairie,46.666666666666664,79.20792079,7.92079208,0.99009901,6,Grasslands
20193083200116B1,JUCO6,1,34,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,053AY160MT,48.0363667,-104.3747033,MT,671.4744000000001,Richland,50,77.22772277,17.82178218,0,5.88888889,Savannas
20193083200116B1,JUSC2,2,34,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,053AY160MT,48.0363667,-104.3747033,MT,671.4744000000001,Richland,50,77.22772277,17.82178218,0,5.88888889,Savannas
20193083200116B2,JUCO6,2,33,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,053AY160MT,48.0368567,-104.3699267,MT,668.4264000000001,Richland,63.666666666666664,72.27722772,3.96039604,0.99009901,5.33333333,Savannas
20193083200116B2,JUSC2,1,33,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,053AY160MT,48.0368567,-104.3699267,MT,668.4264000000001,Richland,63.666666666666664,72.27722772,3.96039604,0.99009901,5.33333333,Savannas
20193087100513B2,JUSC2,2,36,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,058AA041MT,45.3119483,-106.6749817,MT,1176.528,Rosebud,73.33333333333333,52.47524752,3.96039604,0,5.77777778,Grasslands
20193087100513B3,JUSC2,2,33,LMF,NA,SM,1.7,NA,SM,1.2222222222222223,NA,SM,1.6,NA,2,2019,058AA131MT,45.3146233,-106.67,MT,1155.4968000000001,Rosebud,41.333333333333336,50.4950495,9.9009901,0.99009901,4.33333333,Grasslands
2019309200307B2,JUSC2,2,23,LMF,NA,SM,1.7,NA,NS,1,NA,M,1.6,NA,2,2019,046XI030MT,45.06308,-108.393775,MT,1567.2816,Carbon,100,33.66336634,0,8.91089109,2.77777778,Grasslands
2019309200307B2,JUOS,3,23,LMF,NA,SM,1.7,NA,NS,1,NA,M,1.6,NA,2,2019,046XI030MT,45.06308,-108.393775,MT,1567.2816,Carbon,100,33.66336634,0,8.91089109,2.77777778,Grasslands
20193211103205B1,JUOS,1,21,LMF,NA,M,1.6,NA,ME,2.5555555555555554,NA,M,1.4,NA,1,2019,025XY025NV,40.3454317,-116.1015783,NV,1641.3480000000002,Eureka,100,36.63366337,29.7029703,7.92079208,5.66666667,Grasslands
20193211103815B2,JUOS,1,17,LMF,NA,NS,1.1,NA,NS,1.3333333333333333,NA,NS,1.2,NA,1,2019,028BY011NV,40.0811467,-116.336355,NV,1751.3808000000001,Eureka,100,5.94059406,31.68316832,41.58415842,3.77777778,Grasslands
20193211103816B1,JUOS,3,35,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,028BY030NV,40.1064067,-116.09876,NV,2029.3584,Eureka,100,27.72277228,5.94059406,11.88118812,5.11111111,Grasslands
20193211103816B1,PIMO,3,35,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,028BY030NV,40.1064067,-116.09876,NV,2029.3584,Eureka,100,27.72277228,5.94059406,11.88118812,5.11111111,Grasslands
20193211103816B2,PIMO,2,28,LMF,NA,NS,1,NA,SM,1.2222222222222223,NA,NS,1,NA,1,2019,028BY007NV,40.1079267,-116.10257,NV,2031.7968,Eureka,100,17.82178218,15.84158416,19.8019802,4.11111111,Grasslands
20193211103816B2,JUOS,2,28,LMF,NA,NS,1,NA,SM,1.2222222222222223,NA,NS,1,NA,1,2019,028BY007NV,40.1079267,-116.10257,NV,2031.7968,Eureka,100,17.82178218,15.84158416,19.8019802,4.11111111,Grasslands
20193211105118B1,JUOS,2,22,LMF,NA,SM,1.7,NA,SM,2,NA,SM,1.6,NA,2,2019,024XY003NV,40.3244417,-116.0791383,NV,1670.304,Eureka,100,53.46534653,13.86138614,20.79207921,6,Grasslands
20193211106415B1,PIMO,1,29,LMF,NA,NS,1.3,NA,SM,1.2222222222222223,NA,SM,1.3,NA,1,2019,028BY027NV,39.9772,-116.24826,NV,1856.2320000000002,Eureka,100,22.77227723,30.69306931,26.73267327,4.55555556,Grasslands
20193211106415B1,JUOS,2,29,LMF,NA,NS,1.3,NA,SM,1.2222222222222223,NA,SM,1.3,NA,1,2019,028BY027NV,39.9772,-116.24826,NV,1856.2320000000002,Eureka,100,22.77227723,30.69306931,26.73267327,4.55555556,Grasslands
20193211110412B1,JUOS,2,21,LMF,NA,SM,1.2,NA,SM,1.5555555555555556,NA,NS,1.2,NA,1,2019,028AY016NV,39.37729,-116.1635383,NV,2038.1976000000002,Eureka,100,23.76237624,24.75247525,22.77227723,5.33333333,Grasslands
20193211110412B2,JUOS,1,21,LMF,NA,SM,1.2,NA,ME,2,NA,SM,1.1,NA,1,2019,028AY010NV,39.37887,-116.1673733,NV,2029.3584,Eureka,100,17.82178218,35.64356436,14.85148515,4.88888889,Grasslands
20193213203504B1,JUOC,2,22,LMF,NA,SM,1.9,NA,SM,1.8888888888888888,NA,SM,2,NA,2,2019,023XY047NV,41.1464,-118.5209533,NV,1544.1168,Humboldt,100,7.92079208,9.9009901,33.66336634,4.33333333,Grasslands
20193213203504B2,JUOS,1,25,LMF,NA,M,2.3,NA,SM,2.111111111111111,NA,M,2.1,NA,3,2019,023XY047NV,41.1488017,-118.513865,NV,1520.952,Humboldt,100,21.78217822,23.76237624,25.74257426,4.44444444,Grasslands
20193215200113B1,JUOS,3,19,LMF,NA,SM,1.2,NA,SM,1.2222222222222223,NA,SM,1.2,NA,1,2019,024XY021NV,39.7486717,-117.2614417,NV,1985.4672,Lander,100,60.39603960000001,0,9.9009901,5.66666667,Grasslands
20193215200113B1,PIMO,2,19,LMF,NA,SM,1.2,NA,SM,1.2222222222222223,NA,SM,1.2,NA,1,2019,024XY021NV,39.7486717,-117.2614417,NV,1985.4672,Lander,100,60.39603960000001,0,9.9009901,5.66666667,Grasslands
20193215200113B2,PIMO,2,20,LMF,NA,SM,1.8,NA,SM,1.6666666666666667,NA,SM,1.6,NA,2,2019,024XY021NV,39.7503917,-117.2668617,NV,1948.5864000000001,Lander,100,47.52475248,2.97029703,11.88118812,5.88888889,Grasslands
20193215200113B2,JUOS,3,20,LMF,NA,SM,1.8,NA,SM,1.6666666666666667,NA,SM,1.6,NA,2,2019,024XY021NV,39.7503917,-117.2668617,NV,1948.5864000000001,Lander,100,47.52475248,2.97029703,11.88118812,5.88888889,Grasslands
20193217108208B1,JUOS,1,18,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,029XY017NV,37.9050758,-115.8693317,NV,NA,Lincoln,100,15.84158416,22.77227723,36.63366337,4.33333333,Grasslands
20193217200601B1,JUOS,2,34,LMF,NA,SM,1.3,NA,M,1.6666666666666667,NA,SM,1.2,NA,2,2019,028AY004NV,38.484065,-114.3516,NV,1986.9912000000002,Lincoln,100,11.88118812,5.94059406,30.69306931,3.77777778,Grasslands
20193217200601B2,JUOS,2,23,LMF,NA,NS,1,NA,SM,1.3333333333333333,NA,NS,1,NA,1,2019,028AY013NV,38.485645,-114.3570717,NV,2001.3168,Lincoln,100,1.98019802,0,33.66336634,4.88888889,Grasslands
20193217200601B2,PIMO,2,23,LMF,NA,NS,1,NA,SM,1.3333333333333333,NA,NS,1,NA,1,2019,028AY013NV,38.485645,-114.3570717,NV,2001.3168,Lincoln,100,1.98019802,0,33.66336634,4.88888889,Grasslands
20193217200602B1,JUOS,2,21,LMF,NA,NS,1.3,NA,SM,1.5555555555555556,NA,NS,1.2,NA,1,2019,028AY094NV,38.4251383,-114.2595817,NV,2051.304,Lincoln,100,2.97029703,3.96039604,12.87128713,6,Savannas
20193217200602B1,PIMO,2,21,LMF,NA,NS,1.3,NA,SM,1.5555555555555556,NA,NS,1.2,NA,1,2019,028AY094NV,38.4251383,-114.2595817,NV,2051.304,Lincoln,100,2.97029703,3.96039604,12.87128713,6,Savannas
20193217200602B2,PIMO,2,30,LMF,NA,SM,1.2,NA,SM,1.3333333333333333,NA,NS,1.1,NA,2,2019,028AY094NV,38.42708,-114.2661067,NV,2035.7592000000002,Lincoln,100,1.98019802,0.99009901,21.78217822,5.22222222,Savannas
20193217200602B2,JUOS,2,30,LMF,NA,SM,1.2,NA,SM,1.3333333333333333,NA,NS,1.1,NA,2,2019,028AY094NV,38.42708,-114.2661067,NV,2035.7592000000002,Lincoln,100,1.98019802,0.99009901,21.78217822,5.22222222,Savannas
20193217201618B1,PIMO,2,27,LMF,NA,NS,1,NA,M,1.6666666666666667,NA,NS,1,NA,1,2019,028AY013NV,38.67034,-114.4655767,NV,1919.9352000000001,Lincoln,100,0.99009901,19.8019802,20.79207921,5.66666667,Grasslands
20193217201618B1,JUOS,3,27,LMF,NA,NS,1,NA,M,1.6666666666666667,NA,NS,1,NA,1,2019,028AY013NV,38.67034,-114.4655767,NV,1919.9352000000001,Lincoln,100,0.99009901,19.8019802,20.79207921,5.66666667,Grasslands
20193217201618B2,JUOS,2,29,LMF,NA,NS,1,NA,M,1.5555555555555556,NA,NS,1,NA,1,2019,028AY013NV,38.673875,-114.46736,NV,1918.7160000000001,Lincoln,100,0,16.83168317,14.85148515,5.22222222,Grasslands
20193217201618B2,PIMO,1,29,LMF,NA,NS,1,NA,M,1.5555555555555556,NA,NS,1,NA,1,2019,028AY013NV,38.673875,-114.46736,NV,1918.7160000000001,Lincoln,100,0,16.83168317,14.85148515,5.22222222,Grasslands
20193217202407B1,JUOS,1,18,LMF,NA,SM,1.2,NA,M,1.4444444444444444,NA,NS,1.1,NA,2,2019,029XY114NV,38.1522583,-114.880325,NV,1697.736,Lincoln,100,0.99009901,44.55445545,27.72277228,3.44444444,Permanent Wetlands
20193217202407B2,JUOS,1,20,LMF,NA,SM,1.2,NA,M,1.4444444444444444,NA,NS,1.1,NA,2,2019,029XY114NV,38.1540483,-114.88523,NV,1712.976,Lincoln,100,3.96039604,28.71287129,35.64356436,3.33333333,Permanent Wetlands
20193221204417B2,PIMO,1,17,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,027XY067NV,38.3743283,-118.5826133,NV,1805.3304,Mineral,100,3.96039604,25.74257426,28.71287129,5,Grasslands
20193221204612B1,JUOS,1,26,LMF,NA,NS,1.1,NA,NS,1.2222222222222223,NA,NS,1.1,NA,1,2019,029XY008NV,38.53722,-117.7609867,NV,1966.5696,Mineral,100,14.85148515,30.69306931,35.64356436,2.44444444,Permanent Wetlands
20193223108516B3,JUOS,1,29,LMF,NA,NS,1.1,NA,SM,1.3333333333333333,NA,NS,1.1,NA,1,2019,029XY057NV,39.0901833,-115.79356,NV,1936.3944000000001,Nye,100,7.92079208,34.65346535,21.78217822,2.66666667,Grasslands
20193223108516B3,PIMO,1,29,LMF,NA,NS,1.1,NA,SM,1.3333333333333333,NA,NS,1.1,NA,1,2019,029XY057NV,39.0901833,-115.79356,NV,1936.3944000000001,Nye,100,7.92079208,34.65346535,21.78217822,2.66666667,Grasslands
20193223202010B1,JUOS,1,20,LMF,NA,NS,1,NA,SM,1.1111111111111112,NA,NS,1,NA,1,2019,029XY049NV,38.0750117,-116.4626533,NV,1989.1248,Nye,100,0.99009901,22.77227723,21.78217822,4.44444444,Grasslands
20193223202010B1,PIMO,2,20,LMF,NA,NS,1,NA,SM,1.1111111111111112,NA,NS,1,NA,1,2019,029XY049NV,38.0750117,-116.4626533,NV,1989.1248,Nye,100,0.99009901,22.77227723,21.78217822,4.44444444,Grasslands
20193223202010B2,JUOS,1,16,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,029XY008NV,38.077315,-116.4551283,NV,2041.8552000000002,Nye,100,6.93069307,35.64356436,16.83168317,4.55555556,Grasslands
20193227203403B1,JUOC,2,15,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,024XY021NV,40.2500917,-117.5497517,NV,1596.2376000000002,Pershing,100,2.97029703,4.95049505,16.83168317,4.88888889,Grasslands
20193227203403B2,JUOC,2,20,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,024XY021NV,40.2513333,-117.555105,NV,1679.448,Pershing,100,14.85148515,9.9009901,19.8019802,4.77777778,Grasslands
20193231100614B1,JUOC,1,16,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,023XY059NV,41.89451,-119.9616183,NV,1651.4064,Washoe,100,7.92079208,37.62376238,13.86138614,4.44444444,Grasslands
20193231100614B2,JUOC,2,24,LMF,NA,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,023XY059NV,41.8967983,-119.9567983,NV,1656.5880000000002,Washoe,100,11.88118812,21.78217822,2.97029703,5.33333333,Grasslands
20193231100616B1,JUOC,2,27,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,023XY017NV,41.98756,-119.6165533,NV,1862.3280000000002,Washoe,100,12.87128713,10.89108911,16.83168317,5.44444444,Grasslands
20193231100616B2,JUOC,2,15,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,023XY017NV,41.9901883,-119.6113417,NV,1864.4616,Washoe,100,37.62376238,21.78217822,19.8019802,3.77777778,Grasslands
20193231104902B1,JUOC,2,35,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,023XY031NV,41.8663567,-119.94423,NV,1796.796,Washoe,100,39.6039604,7.92079208,1.98019802,6,Grasslands
20193231104902B2,JUOC,2,25,LMF,NA,NS,1,NA,NS,1,NA,NS,1,NA,1,2019,023XY016NV,41.8695967,-119.9372333,NV,1806.2448000000002,Washoe,100,30.69306931,12.87128713,7.92079208,5.33333333,Grasslands
20193233100317B1,PIMO,1,23,LMF,NA,SM,1.2,NA,SM,1.3333333333333333,NA,SM,1.2,NA,1,2019,028BY011NV,39.3067533,-115.1423567,NV,2092.452,White Pine,100,18.81188119,32.67326733,26.73267327,5.55555556,Grasslands
20193233100317B1,JUOS,2,23,LMF,NA,SM,1.2,NA,SM,1.3333333333333333,NA,SM,1.2,NA,1,2019,028BY011NV,39.3067533,-115.1423567,NV,2092.452,White Pine,100,18.81188119,32.67326733,26.73267327,5.55555556,Grasslands
20193233100317B2,JUOS,2,28,LMF,NA,SM,1.3,NA,M,1.4444444444444444,NA,SM,1.2,NA,2,2019,028BY011NV,39.3086783,-115.14711,NV,2061.3624,White Pine,100,18.81188119,27.72277228,26.73267327,5.77777778,Grasslands
20193233102607B2,PIMO,1,21,LMF,NA,NS,1.1,NA,SM,1.3333333333333333,NA,NS,1,NA,2,2019,028BY010NV,39.5538667,-114.7444117,NV,1945.5384000000001,White Pine,100,0.99009901,28.71287129,39.6039604,3.55555556,Grasslands
20193233103912B1,JUOS,2,25,LMF,NA,NS,1.1,NA,SM,1.3333333333333333,NA,NS,1.1,NA,1,2019,028BY011NV,39.7209433,-115.0915467,NV,2042.16,White Pine,100,13.86138614,19.8019802,33.66336634,3.55555556,Grasslands
20193233103912B2,JUOS,2,23,LMF,NA,SM,1.2,NA,M,1.5555555555555556,NA,SM,1.2,NA,1,2019,028BY011NV,39.722165,-115.09701,NV,2010.7656000000002,White Pine,100,18.81188119,29.7029703,32.67326733,3.44444444,Grasslands
20193233104405B1,JUOS,2,22,LMF,NA,NS,1,NA,NS,1.3333333333333333,NA,NS,1,NA,1,2019,028BY011NV,39.647705,-115.6658233,NV,1944.0144,White Pine,100,6.93069307,37.62376238,24.75247525,5.55555556,Grasslands
20193233104710B2,JUOS,1,22,LMF,NA,SM,1.4,NA,SM,1.4444444444444444,NA,SM,1.3,NA,2,2019,028BY010NV,39.1408767,-114.8264367,NV,2043.9888,White Pine,100,22.77227723,37.62376238,32.67326733,3.11111111,Grasslands
20193233106511B1,JUOS,2,28,LMF,NA,SM,1.6,NA,M,1.6666666666666667,NA,SM,1.5,NA,2,2019,028BY086NV,40.073675,-115.179715,NV,2008.9368000000002,White Pine,100,18.81188119,29.7029703,38.61386139,2.88888889,Grasslands
20193233106511B2,JUOS,2,31,LMF,NA,SM,1.4,NA,M,1.6666666666666667,NA,SM,1.3,NA,2,2019,028BY086NV,40.0761433,-115.1736917,NV,2013.5088,White Pine,100,6.93069307,40.59405941,46.53465347,4.44444444,Grasslands
20193233107514B3,JUOS,1,15,LMF,NA,SM,1.3,NA,SM,1.3333333333333333,NA,SM,1.2,NA,2,2019,028BY016NV,39.7698167,-115.286265,NV,2021.1288000000002,White Pine,100,20.79207921,20.79207921,27.72277228,4.77777778,Grasslands
20193233109109B1,JUOS,2,18,LMF,NA,SM,1.3,NA,M,1.5555555555555556,NA,SM,1.2,NA,2,2019,028BY011NV,39.0403467,-115.1260783,NV,1874.2152,White Pine,80.66666666666667,2.4691358,24.69135802,37.03703704,3.125,Grasslands
20193233109109B2,JUOS,1,17,LMF,NA,SM,1.2,NA,M,1.5555555555555556,NA,NS,1.1,NA,2,2019,028BY084NV,39.0428283,-115.1214967,NV,1863.852,White Pine,93.33333333333333,2.12765957,36.17021277,47.87234043,5.375,Grasslands
20193233109113B1,JUOS,2,19,LMF,NA,SM,1.4,NA,M,1.5555555555555556,NA,SM,1.3,NA,2,2019,028BY089NV,38.98132,-115.1487133,NV,1874.8248,White Pine,100,5.94059406,33.66336634,23.76237624,2.11111111,Grasslands
20193233110115B2,JUOS,1,25,LMF,NA,SM,1.2,NA,SM,1.3333333333333333,NA,NS,1.1,NA,2,2019,028BY011NV,39.535565,-115.31879,NV,1997.9640000000002,White Pine,100,10.89108911,40.59405941,26.73267327,5.44444444,Grasslands
